id,ret
127,"""安装电池组（图6）：将电池组（K）对准工具手柄内导轨，滑入手柄直至电池组牢固就位且不会松脱。<PIC> 拆卸电池组时，按下释放按钮（J），将电池组从工具手柄中平稳拔出。注意：调整或拆卸/安装前，务必关闭工具并取下电池组，防止意外启动造成伤害。"", [""drill0_14""]"
128,抱歉，当前提供的手册内容中未包含腰带挂钩和批头夹的使用注意事项，无法为您提供准确解答。建议查阅产品随附的完整说明书，或联系品牌客服获取详细指导。
129,"""手册建议仅使用制造商推荐的附件，使用其他附件可能存在危险。<PIC> 具体附件选择应参考产品型号对应的推荐配件列表，未经测试的第三方附件不建议使用。"", [""Manual11_9""]"
131,"""您好！关于包装盒内含物清单，根据检索到的内容，为您整理如下： 椅子产品包装内含各类配件，具体配件详情请参见随附图示。<PIC> 主板产品包装内含主板本体及规格说明书等，详细清单见图示。<PIC> 如您需要了解特定产品的完整清单，欢迎告知具体产品型号，我来为您进一步确认！"", [""Manual02_0"", ""Manual25_1""]"
132,"""充电步骤很简单，按以下顺序操作就好：先把充电器插入插座，再将电池组插入充电器，确保完全插到位。<PIC>插好后红色指示灯会持续闪烁，表示正在充电<PIC>；等红色指示灯变为常亮，就说明充满电了<PIC>。充满后可以直接取出使用，也可以继续放在充电器里。如果指示灯快速闪烁，建议重新插拔电池组试试，若问题持续请送至授权服务中心检测。"", [""Manual11_2"", ""drill0_08"", ""drill0_09""]"
133,"""日常佩戴时，建议将健身追踪器戴在腕骨上方一指宽的位置，表带松紧适中，佩戴时应留有空隙，可在手腕上轻微移动。<PIC>运动时，为优化心率监测效果，可将表带向上移动，让手表更贴合手腕。<PIC>同时确保手表戴在手腕正面，设备背面与皮肤保持接触。如感到不适请松开表带，若不适持续则取下手表休息一下。"", [""Manual16_6"", ""Manual16_7""]"
136,"""健身追踪器配备彩色AMOLED触摸屏和1个按钮，主屏幕为时钟界面。<PIC> 基础手势操作：向下滑动查看快捷设置，向上滑动查看通知，左右滑动浏览功能卡片，长按时钟界面可切换已保存的表盘。<PIC> 按钮操作：按下按钮可返回时钟界面，或在时钟界面打开应用列表；长按按钮1秒激活预设快捷功能；双击按钮可快速访问语音助手、快捷设置、通知或非接触式支付入口。<PIC> 快捷设置：在时钟界面向下滑动即可进入，电量信息也显示在此处底部。"", [""Manual16_11"", ""Manual16_12"", ""Manual16_13""]"
137,健身追踪器支持来电、短信、日历和应用通知（包括健身追踪器、WhatsApp等已安装应用）。手机需开启蓝牙，且与手表距离在30英尺以内。 可执行的操作包括：查看通知（向上滑动或双击按钮进入通知列表，点击展开详情）；删除通知（单条或全部清除）；接听或拒接来电（点击绿色/红色电话图标）；通过手腕模式直接接打电话；回复消息仅限安卓手机，支持语音转文字、快捷回复和表情回复；关闭特定通知或通过勿扰模式屏蔽所有通知。iPhone用户无法在手表上直接回复消息。
138,"""健身追踪器通过每晚睡眠期间的传感器记录你的皮肤温度，显示与个人基准的差异值，而非绝对温度。需要连续佩戴睡觉3晚后，才能建立个人皮肤温度基准。之后每晚的数据会与该基准对比，帮你识别身体变化趋势。查看方式：打开手机健身追踪器应用，在今日页面点击温度卡片，即可看到皮肤温度变化图表及手动记录的核心温度读数。<PIC>请注意此功能并非在所有地区可用。"", [""Manual16_35""]"
139,"""健身追踪器通过运动应用追踪运动数据。打开运动应用，选择运动类型，点击播放图标开始后，手表实时显示心率、消耗卡路里、耗时等数据。运动结束后自动生成摘要。<PIC>也支持自动识别步行、跑步、骑行等持续15分钟以上的高强度活动。运动应用还会根据心率储备个性化设置心率区间，进入不同区间时手表震动提示（1次=燃脂，2次=心肺，3次=峰值），并累计活动区域分钟数。运动数据同步至手机健身追踪器应用后，可查看完整数据，如使用GPS还可查看运动强度地图，并支持与家人朋友分享活动。"", [""Manual16_41""]"
140,"""心率监测采用接触式心率（CHR）传感器，传感器位于把手的不锈钢部分，通过检测您的脉搏信号，将每分钟心跳次数（BPM）显示在控制台上。<PIC> 使用方法：双手同时握住把手传感器区域，确保手同时接触传感器上下部分，握持稳固不过紧或过松。控制台检测到四个稳定脉搏信号后显示初始心率，获取初始心率后保持手部不动10–15秒完成校准。 注意事项： • 必须双手同时接触传感器才能检测脉搏 • 手部轻微移动、老茧或护手霜可能影响信号 • 跑步时肌肉干扰较强，接触式心率更适合步行或慢跑 • 如心率信号不稳定，擦拭双手和传感器后重试 • 显示的心率为近似值，仅供参考，如有不适请立即停止运动并咨询医生"", [""exercise_bikes_02""]"
141,"""健身追踪器内置NFC芯片，支持非接触式支付，可在手表上使用信用卡和借记卡，在支持非接触式支付的商店消费。<PIC> 设置步骤：首先在健身追踪器应用中添加至少1张合作银行的信用卡或借记卡。具体操作：打开健身追踪器应用今日页面，点击左上角图标，进入健身追踪器卡片，点击支付卡片，按照屏幕说明添加支付卡。<PIC> 添加后可通过应用设置默认卡、编辑支付方式和查看近期消费记录。也可通过长按或双击按钮快速调出非接触式支付入口直接使用。"", [""Manual16_44"", ""Manual16_45""]"
142,"""使用健身追踪器时可能遇到以下问题及解决方法： 电量不足：充电12分钟可续航24小时，完全充满约需1-2小时。将充电线磁吸对准手表背面接口即可充电。<PIC>电量低于8%时屏幕亮度、震动强度会自动降低，GPS、EDA传感器、常亮显示及语音助手等功能会关闭，充电后恢复正常。 皮肤刺激：定期用无皂清洁剂清洁表带和手腕，适时取下手表休息约一小时。建议洗澡时取下，避免肥皂、洗发水等接触手表。如刺激持续，请联系客服。 心率监测不准：运动时将表带向上移动获得更贴合效果，确保手表背面与皮肤接触。如感不适请松开表带，持续不适则取下休息。 通知无法接收：检查手机是否开启勿扰模式，或在健身追踪器应用中确认通知设置未被关闭。 设备无法设置：下载健身追踪器应用，打开后点击登录并按屏幕说明操作。如手机兼容性有疑问，请访问官网查询。"", [""fitness_trackers_02""]"
144,"您好！设置锁屏（设备锁）的步骤如下：打开手机上的健身追踪器应用，在今日页面点击左上角图标，进入健身追踪器卡片，找到""设备锁""选项开启即可。开启后解锁手表需要输入您设置的4位PIN码。如果您已开通非接触式支付，设备锁会自动开启且必须设置密码。如需重置PIN码，也是在同一位置操作。"
145,"""您好！关于使用注意事项，有几点需要特别留意： 翻转水上摩托车时，请在下方铺一块干净的布或地毯保护车身，避免划伤。翻转时务必朝左舷（左侧）翻，同时托住船头，防止车把弯曲损坏。<PIC> 使用后要检查传动轴、叶轮、泵壳和喷射喷嘴周围是否有水草或杂物缠绕，及时清理。如果杂物难以去除，建议联系雅马哈经销商处理。 尽量避免在水草茂密的区域行驶。如果无法避开，建议交替使用部分油门和全油门操作，因为匀速或低速行驶时更容易积累水草。 行驶时要时刻注意周围的人员、障碍物和其他水上交通工具，保持警觉，确保视野清晰。"", [""Manual20_86""]"
146,连接电源时需注意以下事项：\n\n本设备配备极性插头（一个插片更宽），仅以一种方式插入极性插座。若插头无法完全插入，请翻转后重试，仍无法插入请联系合格电工，勿强行破坏安全装置。务必插入120伏插座。请勿在设备运行时拔下插头关机。若电源插头或电源线损坏，请联系客服。将插头牢固插入墙壁插座，勿使用损坏的插头、电源线或松动的插座。雷雨天气请拔下插头防止雷击损坏。长时间不使用请拔下插头以避免过热并节约用电。\n\n手册前五条注意事项为：\n一、将设备插入插座后，请勿将设备挤压在墙壁插座上。\n二、请勿随意延长电源线。\n三、请勿使用排插供电，否则可能导致触电或火灾。\n四、设备与墙壁之间至少保留12英寸（30厘米）距离。\n五、放置在平整表面。
153,"""您好！关于燃油存储和加注安全，有几点需要特别注意：加油前务必关闭发动机；加油时严禁吸烟或靠近明火；注意不要将燃油洒在发动机或消音器上；如不慎吞入燃油、吸入蒸汽或燃油入眼，请立即就医；燃油溅到皮肤或衣物上要立即用肥皂水清洗并更换衣物。运输发电机时务必拧紧油箱盖通气旋钮，保持机身直立，否则燃油可能从化油器或油箱泄漏。<PIC> 关于运行环境和通风要求：发电机废气有毒，切勿在密闭空间内启动，必须在通风良好的场所使用，否则可能在短时间内导致昏迷甚至死亡。<PIC>发电机与建筑物或其他设备之间至少保持1米距离，避免发动机过热；不要在防尘罩覆盖下运行；雨雪天气禁止运行；存放时选择干燥、通风良好的地方。<PIC>"", [""generator_20"", ""generator_01"", ""Manual18_7""]"
154,"""您好！关于发动机和消音器的高温烫伤风险，需要特别注意：发动机运行时及停机后，发动机本体、消音器等部件温度极高，请勿触碰，以免烫伤。废气温度较高且含有火花，排气口切勿朝向人体或干燥易燃物，否则可能引发火灾或烫伤事故。严禁使用消音器损坏的设备。<PIC> 关于使用后的冷却等待要求：发电机停机后，请等待发动机和消音器完全冷却后，再进行任何维护、加油或存放操作，避免因高温部件接触燃油或人体造成危险。冷却期间请勿覆盖机器，保持通风散热。"", [""Manual04_43""]"
155,"""您好！关于发电机安全用电和接地防触电，有以下几点需要注意： 连接电气设备前，务必先启动发动机，插入插头前关闭所有电气设备，确认交流指示灯亮起后再开启设备。<PIC> 总负载必须在发电机额定输出范围内，超载时过载指示灯会亮起并自动停止发电，此时需关闭所有设备、降低总功率后再重启。<PIC> 接地方面，务必按当地法规为设备可靠接地，接地不当在发生故障时可能导致触电甚至引发火灾。请勿用湿手触碰插头，不要拉扯电源线断电，务必握住插头头部拔出。电源线如有损坏请勿继续使用。 部分精密设备（如医疗设备、电脑）对电压敏感，使用前请先咨询设备供应商是否适合由便携式发电机供电。"", [""Manual18_29"", ""Manual18_30""]"
157,"""燃油使用前，请先确认主油箱和副油箱的油量是否充足。主油箱容量为15升，副油箱为9.3升。<PIC>推荐使用无铅汽油，泵辛烷值（R+M）/2 达到88或以上。<PIC>加油时注意不要加满到顶，机器倾斜时可能导致燃油溢出。加油完成后务必拧紧油箱盖，防止漏油引发火灾。<PIC>另外，含乙醇最多5%的混合燃油可以使用，但不建议使用含甲醇的混合燃油。"", [""Manual34_84"", ""Manual34_85"", ""Manual34_86""]"
159,"""您好！关于连接交流电的安全注意事项，有几点需要特别注意：搬移设备前请先拔掉电源线，防止触电；添加或移除设备时，确保所有电源线已拔出后再连接信号线；连接或拔除主板信号线前，同样要确保电源线已全部断开；使用适配器或延长线前请咨询专业人员，避免破坏接地回路；同时确认您所在地区的电压与设备要求一致，如不确定请联系当地供电部门；若电源出现故障，请勿自行维修，联系专业技术人员处理。<PIC> 操作步骤方面：断开电源后再进行任何连接操作；先拔电源线，再接信号线；确认接线无误、电源线无损坏后，再通电使用。"", [""Manual22_0""]"
160,"发电机上有两种开关：发动机开关和经济控制开关。发动机开关用于控制发动机的启动与关闭，启动时将其置于""""开启""""位置。经济控制开关用于控制发电机的运行模式，置于""""Ⅰ""""（开启）位置时启用经济控制模式，可在连接普通电气设备后使用；置于""""○""""（关闭）位置时关闭经济控制，适用于启动电流较大的设备（如压缩机、潜水泵），以及充电时必须关闭该开关。"
161,"""机器序列号标注在机身图示位置，前三位为机型标识，其余数字为生产编号。<PIC>建议您将产品识别码和序列号记录在手册指定位置，同时另行妥善保管一份备份，以防机器被盗或需要向经销商订购配件时使用。<PIC>"", [""Manual18_1"", ""Manual18_0""]"
162,"""直流保护器的使用注意事项如下：如果直流保护器断开了，请先把负载降低到发电机额定输出范围以内，然后按下按钮即可复位。<PIC>如果复位后再次断开，建议联系发电机经销商检查处理。另外，在给电池充电时要特别注意：充电时严禁吸烟，严禁在电池处连接或断开线路，因为火花可能点燃电池产生的气体。电池电解液有腐蚀性，避免接触皮肤、眼睛或衣物，操作时务必佩戴护目镜，并放置在儿童接触不到的地方。"", [""Manual18_38""]"
163,"检索内容中未包含发电机发动机机油使用前检查的相关信息，无法基于现有手册内容回答此问题。建议查阅发电机随附的用户手册中""使用前检查""或""机油检查""章节，或联系产品经销商获取准确指导。 {""answer"": ""当前检索到的手册内容不包含发电机发动机机油使用前检查的相关说明，无法提供准确答案。建议查阅发电机随附用户手册中的使用前检查章节，或联系授权经销商获取指导。"", ""image_ids"": []}"
165,"""充电前请先确认以下几点：电源开关必须置于关闭位置，车辆保持直立，用支架固定好电池防止倾倒。首次使用前电池需充电8至12小时。 充电步骤如下： 第一步，打开充电座盖。<PIC> 第二步，将充电器线插入充电接口。<PIC> 第三步，将充电器插头插入电源插座，电池即开始充电。<PIC> 充电时间请勿超过20小时，避免充电器过热。充电期间所有功能不可用，这是正常现象。"", [""rideon_motorcycle_03"", ""rideon_motorcycle_04"", ""rideon_motorcycle_05""]"
167,"""火花塞检查步骤如下： 第一步，拆下火花塞，检查是否变色并清除积碳。<PIC> 第二步，检查火花塞型号是否正确，并测量电极间隙是否符合规格。<PIC> 第三步，确认无误后重新安装火花塞。<PIC> 另外提醒您，更换火花塞时请务必使用指定正品配件，如有疑问建议联系授权经销商。"", [""Manual31_21"", ""Manual31_22"", ""Manual31_23""]"
168,"更换发动机机油的步骤如下：\n\n第一步，将机器放在水平面上，先暖机几分钟，然后停机，把燃油开关旋钮转到""关闭""位置，顺时针拧紧油箱盖通气旋钮。\n\n第二步，取下盖板。\n\n第三步，从发电机底部拆下放油接头，打开机油加注口盖。\n\n第四步，将放油接头安装到机油加注口。\n\n第五步，在发动机下方放置接油盘，倾斜发电机将机油完全排空。\n\n第六步，加入新机油至上限位置（推荐API标准SE级或SF级机油）。\n\n最后，从机油加注口拆下放油接头，装回原位，盖好加注口盖，安装盖板即可。"
169,"""空气滤清器的清洁步骤如下：先取下盖板，<PIC>松开固定空气滤清器盖的卡箍，<PIC>取下滤清器盖及滤芯。<PIC>用溶剂清洗滤芯并晾干，然后给滤芯上油，挤出多余机油，保持湿润但不滴油（推荐使用泡沫空气滤清器专用油或SAE 20号发动机油）。注意不要拧绞滤芯，以免撕裂。将滤芯装回滤清器，确保密封面贴合无漏气，<PIC>装回滤清器盖并锁好卡箍，最后安装盖板。特别提醒：发动机严禁无滤芯运行，使用溶剂时严禁吸烟或靠近明火。"", [""Manual18_60"", ""Manual18_61"", ""Manual18_62"", ""Manual18_63""]"
170,"发动机无法启动，常见原因有以下几类：\n\n一是燃油问题：油箱没油或燃油开关未打开。\n\n二是机油问题：机油不足时机油警告灯会闪烁，水泵出厂未加注机油，必须先加机油才能启动。\n\n三是泵内未注水：启动前必须向泵内注满水，否则无法正常启动且会损坏机械密封。\n\n四是操作步骤问题：阻风门未关闭（冷机启动需关闭阻风门）、发动机开关未置于""ON""位置。\n\n解决方法：\n\n先确认燃油开关置于""ON""，发动机开关置于""ON""，阻风门手柄关闭，油门稍向右推，然后缓慢拉动反冲启动器至感觉受力后快速拉动。若机油警告灯闪烁，请先补充机油再启动。"
172,"""您好！关于为精密设备供电的注意事项，有以下几点需要特别留意： 部分精密设备对电压非常敏感，可能需要比便携式发电机更稳定的电压供应，比如医疗设备、个人电脑，以及能检测峰值电压和有效值电压的逆变器。使用发电机为这类设备供电前，建议先咨询精密设备供应商确认是否兼容。<PIC> 连接设备时请注意：连接前务必确认所有电气设备及线路、插头状态良好；插入插头前要先关闭所有电气设备；总负载必须在发电机额定输出范围内；同时确保插座负载电流不超过插座额定电流。启动发动机后再连接设备，确认交流指示灯亮起后，再打开电气设备电源。"", [""generator_15""]"
173,您好！关于这三种速度模式，简单说明如下： 拖曳速度是最低速度，仅靠发动机怠速产生的最小推力行驶，此时无需加油门也能通过车把缓慢转向，适合狭小水域或低速操控练习。 半滑航速度是中等速度，艇体处于过渡状态，转向时必须配合加油门，否则转向能力会迅速下降。适合练习大椭圆、绕圈和8字路线，是建立操控信心的理想速度。 滑航速度是高速状态，艇体完全滑行，转向响应与低速时明显不同——在给定速度下转向角度有限，车把转向过度会导致艇体侧滑，反而使转向更平缓。需在开阔、平静、无障碍的大水域练习。 操作要点：三种速度下转向都需要油门（拖曳速度除外）；速度越快停车距离越长（全速约需90米）；高速急转弯时若出现侧滑，将车把回转至较小角度即可恢复正常转向。建议先熟悉低速响应，再逐步提高速度。
174,"""深水登艇步骤如下：先游到艇尾，双手放在登艇平台上，单手抓住扶手。<PIC>然后用力拉身体到平台跪姿，再移至座位跨坐。<PIC>坐稳后将熄火绳系在手腕上并插入熄火开关，双手握紧车把，双脚放入脚坑。<PIC>艇上配有登艇台阶，可放下辅助登艇，登艇后自动复位。<PIC>反复练习直到能保持良好平衡为止。 关于平衡与稳定性控制：驾驶者体重越大，保持艇体平衡难度越高，建议先在近岸浅水区练习，熟练后再前往开阔水域。行驶时双脚踩稳脚坑、双手紧握车把是保持稳定的基础。避免在水深不足60厘米的水域操作，也不要跳越浪头或尾流，以免增加受伤风险。"", [""Manual40_5"", ""Manual40_6"", ""Manual40_7"", ""Manual40_8""]"
175,"""滑航速度下转弯，关键是转向时必须同时加大油门，因为喷射推力决定转向效果。建议从平缓转向、低速开始练习，逐步提高速度并缩小转弯半径，切勿急于求成。<PIC>急转弯时要注意：车把转向过度会导致艇体侧滑，这时进入喷射口的水量减少，转向推力下降，艇体会自动减速并转向变平缓。遇到这种情况，把车把转回较小角度即可恢复正常转向。<PIC>总体原则是先在低速下熟悉艇体响应，再逐步挑战更高速度和更小半径的转弯。"", [""Manual40_26"", ""Manual40_25""]"
176,"""大椭圆转弯和绕圈操作：先逐渐加速至半滑航速度，保持速度平稳右转，再重复左转，完成完整椭圆。<PIC>绕圈时右转绕大圈，保持速度不变，逐渐缩小圈径，再换左转重复。<PIC>记住转向时必须配合加油门，否则转向能力会迅速下降。 8字行驶操作：在掌握椭圆和绕圈的基础上，结合左右转向完成大8字路线，然后每次逐步缩小8字尺寸。<PIC>注意事项：急转弯时必须同时加大油门；先从低速、平缓转向练起，随信心提升再逐步加速、缩小半径，切勿急于求成。"", [""Manual40_20"", ""Manual40_21"", ""Manual40_22""]"
177,"""中低速转弯时，油门控制是关键。摩托艇通过油门与车把配合转向，转动车把时尾部喷嘴角度改变方向，但转向推力完全依赖油门——松开油门后艇体就不再响应车把操作了。所以除拖曳速度外，转弯时必须始终保持加油门。<PIC> 保持稳定性和操控性的技巧： 转弯时同步加大油门，不要在转弯中途松油门。如果发现转向失灵，先重新加油门恢复响应。 滑航速度下急转弯时，车把转向过度会导致艇体侧滑，这时反而要把车把转回较小角度，才能恢复正常转向。<PIC> 建议从大圈、低速开始练习，逐步缩小转弯半径，随信心提升再增加难度，切勿急于求成。"", [""Manual40_20"", ""Manual40_27""]"
178,"""拖曳速度下的操作要领如下： 直行时，启动发动机后保持怠速油门直线行驶，无需额外加油门，艇体在拖曳速度下可自然前进。注意观察周围人员、物体及其他船只。<PIC> 转弯时，在拖曳速度下是少数不需要加油门也能转向的情况。直接转动车把即可改变方向，可以做大8字路线练习（约15–21米），也可将车把转到最大做360°满舵转向，顺时针逆时针都要练习，熟悉艇体对车把的响应。<PIC> 记住：拖曳速度是靠岸、停靠码头或接近物体时的常用速度，操作相对简单，这也是它与半滑航及滑航速度最大的区别——后两者转向必须配合加油门。"", [""Manual40_18"", ""Manual40_19""]"
179,"""关于减速操作：松开油门手柄后艇体会立即减速，但会滑行一段距离才完全停止。从全速状态松开油门后，因水阻完全停止的距离约为90米（300英尺）。如果握紧RiDE手柄减速，停车距离可缩短约30%。<PIC>需要注意的是，摩托艇没有独立制动系统，若不确定能否在障碍物前及时停下，建议加油门并转向避让。 关于靠岸停泊操作：靠岸时建议使用拖曳速度（最低速）进行操控。具体步骤是：登艇后启动发动机，以拖曳速度直线行驶接近岸边，转向时无需额外加油门。<PIC>可以练习在拖曳速度下做大8字路线（约15–21米），熟悉低速下艇体对车把的响应，这正是靠岸停泊所需的核心技巧。"", [""Manual40_25"", ""Manual40_12""]"
180,"""关于航行避碰规则，主要有三种相遇情形需要注意： 迎头相遇时，双方都没有优先权，都必须改变航向，让对方保持在您的左舷（左侧）通过。<PIC> 追越时，追越方是让路船，必须绕开被追越船，而被追越船应保持原速原向不变。 关于优先权：渔船（使用网、线或拖网作业）享有优先通行权，但不得妨碍狭窄水道中其他船只通行；帆船通常也享有优先权，但追越机动船时除外。 安全驾驶方面，请注意：保持安全速度，与他人保持安全距离；不要紧跟其他船只；避免急转弯或突然变向；不要在水深不足90厘米的水域行驶；恶劣天气或能见度差时不要出行；出发前告知岸上人员您的行程计划。<PIC>"", [""Manual20_26"", ""Manual09_21""]"
181,"""离开操作位置前，请按以下顺序完成停机操作：先将机器停在平坦地面上，然后关闭刀片控制开关（PTO）并降低附件，接着拉上驻车制动器，最后关闭发动机并取出钥匙。关闭发动机后，请等待所有运动部件完全停止后再离开座位。<PIC>"", [""Manual23_38""]"
183,"""油箱滤网的清洗步骤很简单：打开油箱盖，取出滤网①。<PIC> 用溶剂清洁滤网，如有损坏请直接更换。擦拭干净后装回滤网，最后务必拧紧油箱盖。"", [""generator_27""]"
186,"""设置日期和时间分三步完成。先设置日期：按+或-调整年份，按选择键确认；再调整月份，按选择键；再调整日期，按选择键。<PIC> 然后选择时钟格式：按+或-在12小时制和24小时制之间切换，按选择键确认。<PIC> 最后设置时间：按+或-调整小时，按选择键；再调整分钟，按选择键。<PIC> 完成时间设置后，可利用程序日程实现温度自动控制。每天可设置四个时间段：起床、离家、回家、睡眠，工作日和周末可分别配置。按菜单键，选择PROG并按选择键，选择要编辑的日期或日期组，再选择时段，设置该时段的开始时间和供暖/制冷目标温度。<PIC> 完成后按主页键保存。如需临时调整，直接按+或-修改温度，新设定将保持至下一个预定时段开始。"", [""Manual36_22"", ""Manual36_23"", ""Manual36_24"", ""Manual36_29""]"
189,"""冷藏室温度调节很简单，按下温度控制按钮，每次调节1℃，按到您想要的温度就好。<PIC> 需要注意的是，设定温度是目标温度，不是冰箱实际温度，实际温度会随食物状态有所变化。新机器刚开始用时制冷效果偏弱，建议用2~3天后再调节。 如果需要快速降温，可以按一下超强制冷按钮，指示灯亮起后进入快速制冷模式，大约运行2小时后会自动停止，并恢复到您之前设定的温度。也就是说，临时的超强制冷不会影响您原来的温度设定，结束后自动恢复。想提前停止的话，再按一次超强制冷按钮即可。"", [""Manual17_40""]"
192,"""更换电池的步骤：电池低电量图标出现时请立即更换，建议使用碱性电池。只要在两分钟内完成更换，无需重新设置时间和日期，其他所有设置都会保留在内存中。<PIC> 注意事项：请勿在电池上粘贴标签，不要撕裂外部标签，保持电极清洁。长时间使用后电池可能发热，属于正常现象。即使没有出现低电量提示，也建议每年更换一次，或离家超过一个月前提前更换。 更换后验证方法：检查显示屏是否正常亮起，确认时间和日期显示正确，测试温度调节功能是否响应正常，查看低电量图标是否已消失即可。"", [""Manual36_40""]"
193,"""标签与端子不匹配的原因是旧温控器的电线标签命名与新温控器端子字母不对应，属于不同品牌或型号之间的接线规范差异。 针对常规系统，遇到标签不匹配时，按备用接线图连接电线。<PIC>需注意以下几点：若必须同时连接R和Rc电线，将R滑动开关拨至向下位置（2根电线）；若旧温控器同时有R和RH电线，同样将R滑动开关拨至向下位置，R线接Rc端子，RH线接R端子；若旧温控器仅有1根C或C1电线，接至C端子；若有2根C或C1电线，分别用电工胶带包裹且不连接。 针对热泵系统，备用接线时保持R滑动开关在向上位置（1根电线）。<PIC>若旧温控器同时有V和VR电线，或有单独O和B电线且C端子已占用，或有Y1、W1和W2电线，应立即停止并联系专业安装人员。"", [""Manual36_33"", ""Manual36_35""]"
194,"""关于温控器常见故障，主要有以下几种情况：系统不启动，通常是因为电源未正确关闭或接线有误；接线错误导致温控器无法正常控制供暖或制冷系统；跨接线未拆除，会影响温控器正常工作；电线缩回墙内，导致无法完成接线。 排除故障的步骤：首先在断路器处关闭电源，确认系统已断电。<PIC>然后拆下温控器面板，检查接线是否与端子标识一致。<PIC>确认是否有跨接线未拆除，若有请用螺丝刀拆除。<PIC>检查是否存在120/240伏高压线，若有则本温控器不适用。<PIC>重新按端子标识逐一插好电线，轻拉确认每根电线连接牢固后，恢复电源测试系统是否正常启动。"", [""Manual36_4"", ""Manual36_7"", ""Manual36_8"", ""Manual36_9""]"
195,"""处理器单元的关键组件包括：CPU本体，需正确安装至主板CPU插槽；CPU散热器与风扇组件，安装前需在CPU表面涂抹导热介质；系统内存，主板配备四个DDR4 DIMM插槽，支持2GB至16GB无缓冲非ECC DDR4内存条。此外CPU供电管理相关组件包括电源相位控制电路和负载线校准电路，用于稳定CPU工作电压。<PIC> 安装散热器时需将其稳固扣压在CPU上，并确保风扇正常运转以维持散热效果。<PIC>"", [""Manual25_13"", ""Manual25_19""]"
197,"遮光罩的清洁方法，检索到的资料中没有关于""遮光罩""的相关内容，无法为您提供准确的清洁步骤。建议您查阅产品随附的说明书，或联系官方客服获取帮助。"
199,您好！关于VR头显的安全注意事项，有几点需要特别留意：12岁以下儿童不适合使用；感到疲劳、头晕、恶心或服药状态下请勿使用；使用前务必清理游玩区域，移除障碍物，确保活动空间足够大；佩戴时尽量保持坐姿，避免剧烈动作；每游玩1小时建议休息15分钟；游玩中若出现头晕、视觉异常、抽搐、方向障碍等症状，请立即停止并就医；注意线缆不要缠绕身体，使用前后都要检查。 关于设备保养与存储：清洁前请先断开所有线缆；不要使用溶剂或化学药剂擦拭；避免橡胶或乙烯基材料长时间接触设备；存放时避免高温、高湿和阳光直射的环境；不要放在不稳定或易震动的平面上；若设备从寒冷环境移至温暖环境，需等待内部结露完全蒸发后再使用；请勿拆卸或改装产品。
201,您好！关于保修政策的相关说明：人为损坏、进水、擅自拆机这三种情况不在免费保修范围内，需要收取维修费用。此外，保修政策中暂无其他特别列明的损害赔偿除外责任或免责声明条款的详细内容。如您有具体情况需要确认，建议联系我们的售后团队进一步核实，我们会尽力为您解答！
202,"""将USB-C线连接键盘背面接口，另一端插入电脑USB 2.0或更高速度接口。<PIC> 如有腕托（全尺寸及无小键盘版本），将其安装到键盘正面，磁吸设计会自动吸附居中。<PIC> 若需调整倾斜角度，展开键盘底部支撑脚，共两层可选中高两档角度。如需自定义灯光、宏命令或按键映射，可下载CAM软件进行设置，并将配置保存至四个板载配置文件之一，通过FN+F1/F2/F3/F4切换。"", [""Manual21_3"", ""Manual21_4""]"
204,"""连接配置很简单，先用USB-C线将键盘连接到电脑的USB 2.0或更高速度接口，然后前往官网下载并安装最新版CAM软件。连接成功后，打开CAM软件即可开始配置。<PIC> 键盘内置四个板载配置文件，在CAM软件里设置好后可直接保存到键盘，之后不需要运行CAM也能使用已保存的灯光和宏命令等功能。切换配置文件只需按FN+F1/F2/F3/F4即可。<PIC> CAM软件里主要有三块功能可以自定义：一是灯光设置，可以逐键自定义RGB效果；二是宏命令，可以录制简单或复杂的操作序列；三是按键重映射，可以自由修改任意按键的功能。设置完成后记得保存到对应配置文件就好。"", [""Manual21_0"", ""Manual21_1""]"
208,"""电池仓位于工具手柄底部。安装时，将电池组（K）对准手柄内的导轨，平稳滑入直至牢固就位、不会松脱。<PIC>拆卸时，按下释放按钮（J），将电池组从手柄中平稳拔出即可。<PIC>注意：操作前请确保工具已关闭，安装前建议将电池充满电以获得最佳效果。"", [""drill0_08"", ""drill0_09""]"
210,"卸载步骤如下：先拔下 USB 蓝牙接收器，然后点击 开始 > 设置 > 控制面板 > 添加或删除程序，在程序列表中找到 WIDCOMM 蓝牙软件并点击""""删除""""。系统开始卸载，此过程可能需要一些时间。卸载完成后系统会提示重启电脑，点击""""是""""立即重启，或""""否""""稍后重启。"
211,"""快速配对模式的开启方法很简单，分两步操作：先按下鼠标底部的配对按钮，<PIC>然后按下USB蓝牙接收器底部的按钮，直到LED指示灯每秒闪烁一次，这时接收器就开始搜索设备了。<PIC>最后移动一下鼠标，确认连接成功就好啦。 如果您想在Windows系统中手动添加蓝牙设备，需要先安装WIDCOMM蓝牙驱动程序，安装完成后双击系统托盘中的蓝牙图标，蓝牙初始配置向导会自动启动，按照屏幕提示完成配置后，会出现HID界面开始搜索蓝牙设备，点击您要连接的设备按提示操作即可完成配对。"", [""Manual27_9"", ""Manual27_10""]"
