id,ret
135,"""将健身追踪器翻面，找到表带卡扣。<PIC>松开卡扣，将扁平按钮向表带方向滑动。<PIC>轻轻将表带从手表上拔下松开。另一侧重复相同操作。"", [""Manual16_9"", ""Manual16_10""]"
136,"""健身追踪器配备彩色AMOLED触摸屏和1个按钮，主屏幕为时钟界面。<PIC> 基础手势操作：向下滑动查看快捷设置，向上滑动查看通知，左右滑动浏览功能卡片，长按时钟界面可切换已保存的表盘。<PIC> 按钮操作：按下按钮可返回时钟界面，或在时钟界面打开应用列表；长按按钮1秒激活预设快捷功能；双击按钮可快速访问语音助手、快捷设置、通知或非接触式支付入口。<PIC> 快捷设置：在时钟界面向下滑动即可进入，电量信息也显示在此处底部。"", [""Manual16_11"", ""Manual16_12"", ""Manual16_13""]"
137,健身追踪器支持来电、短信、日历和应用通知（包括健身追踪器、WhatsApp等已安装应用）。手机需开启蓝牙，且与手表距离在30英尺以内。 可执行的操作包括：查看通知（向上滑动或双击按钮进入通知列表，点击展开详情）；删除通知（单条或全部清除）；接听或拒接来电（点击绿色/红色电话图标）；通过手腕模式直接接打电话；回复消息仅限安卓手机，支持语音转文字、快捷回复和表情回复；关闭特定通知或通过勿扰模式屏蔽所有通知。iPhone用户无法在手表上直接回复消息。
138,"""健身追踪器通过每晚睡眠期间的传感器记录你的皮肤温度，显示与个人基准的差异值，而非绝对温度。需要连续佩戴睡觉3晚后，才能建立个人皮肤温度基准。之后每晚的数据会与该基准对比，帮你识别身体变化趋势。查看方式：打开手机健身追踪器应用，在今日页面点击温度卡片，即可看到皮肤温度变化图表及手动记录的核心温度读数。<PIC>请注意此功能并非在所有地区可用。"", [""Manual16_35""]"
139,"""健身追踪器通过运动应用追踪运动数据。打开运动应用，选择运动类型，点击播放图标开始后，手表实时显示心率、消耗卡路里、耗时等数据。运动结束后自动生成摘要。<PIC>也支持自动识别步行、跑步、骑行等持续15分钟以上的高强度活动。运动应用还会根据心率储备个性化设置心率区间，进入不同区间时手表震动提示（1次=燃脂，2次=心肺，3次=峰值），并累计活动区域分钟数。运动数据同步至手机健身追踪器应用后，可查看完整数据，如使用GPS还可查看运动强度地图，并支持与家人朋友分享活动。"", [""Manual16_41""]"
140,健身追踪器通过手表背面的光学传感器测量心率，需将设备背面贴合皮肤佩戴。它使用心率储备（最大心率与静息心率之差）来个性化设置心率区间，运动时实时显示心率和所在区间，并在进入不同区间时通过震动提醒。此外，当检测到你静止超过10分钟且心率超出高低阈值时，也会发送通知。
141,"""健身追踪器内置NFC芯片，支持非接触式支付，可在手表上使用信用卡和借记卡，在支持非接触式支付的商店消费。<PIC> 设置步骤：首先在健身追踪器应用中添加至少1张合作银行的信用卡或借记卡。具体操作：打开健身追踪器应用今日页面，点击左上角图标，进入健身追踪器卡片，点击支付卡片，按照屏幕说明添加支付卡。<PIC> 添加后可通过应用设置默认卡、编辑支付方式和查看近期消费记录。也可通过长按或双击按钮快速调出非接触式支付入口直接使用。"", [""Manual16_44"", ""Manual16_45""]"
142,"""使用健身追踪器时可能遇到以下问题及解决方法： 电量不足：充电12分钟可续航24小时，完全充满约需1-2小时。将充电线磁吸对准手表背面接口即可充电。<PIC>电量低于8%时屏幕亮度、震动强度会自动降低，GPS、EDA传感器、常亮显示及语音助手等功能会关闭，充电后恢复正常。 皮肤刺激：定期用无皂清洁剂清洁表带和手腕，适时取下手表休息约一小时。建议洗澡时取下，避免肥皂、洗发水等接触手表。如刺激持续，请联系客服。 心率监测不准：运动时将表带向上移动获得更贴合效果，确保手表背面与皮肤接触。如感不适请松开表带，持续不适则取下休息。 通知无法接收：检查手机是否开启勿扰模式，或在健身追踪器应用中确认通知设置未被关闭。 设备无法设置：下载健身追踪器应用，打开后点击登录并按屏幕说明操作。如手机兼容性有疑问，请访问官网查询。"", [""fitness_trackers_02""]"
143,
144,在健身追踪器应用中开启设备锁：在今日页面点击左上角图标 > 健身追踪器卡片 > 设备锁，按提示设置4位PIN码。开启后，解锁手表时需输入该PIN码。若已设置非接触式支付，设备锁会自动开启且必须设置密码。如不使用非接触式支付，设备锁为可选设置。如需重置PIN码，路径相同。
145,"""使用冰箱冰柜前必须按照安装说明正确安装与放置。<PIC>切勿拉扯电源线拔插头，务必握紧插头直接从插座拔出。冰箱运行后请勿触摸冷冻室低温表面，尤其是手部潮湿时，皮肤可能粘连在极冷表面。清洁冰箱前请拔下电源插头，切勿损坏、过度弯折、拉扯或扭曲电源线，电源线损坏可能引发火灾或触电。<PIC>切勿将玻璃制品放入冷冻室，内部液体结冰可能导致破裂。"", [""Manual17_35"", ""Manual17_36""]"
146,连接电源时需注意以下事项：\n\n本设备配备极性插头（一个插片更宽），仅以一种方式插入极性插座。若插头无法完全插入，请翻转后重试，仍无法插入请联系合格电工，勿强行破坏安全装置。务必插入120伏插座。请勿在设备运行时拔下插头关机。若电源插头或电源线损坏，请联系客服。将插头牢固插入墙壁插座，勿使用损坏的插头、电源线或松动的插座。雷雨天气请拔下插头防止雷击损坏。长时间不使用请拔下插头以避免过热并节约用电。\n\n手册前五条注意事项为：\n一、将设备插入插座后，请勿将设备挤压在墙壁插座上。\n二、请勿随意延长电源线。\n三、请勿使用排插供电，否则可能导致触电或火灾。\n四、设备与墙壁之间至少保留12英寸（30厘米）距离。\n五、放置在平整表面。
147,
148,
149,
150,
151,
152,
153,
154,
155,使用发电机等便携式电源为充电器供电时，需注意以下防触电措施：确保充电器腔体内无导电异物（如金属屑、研磨粉尘、钢丝棉等），无电池组时务必拔下充电器电源。切勿让任何液体进入充电器内部，不要将充电器浸入水或其他液体中。清洁前先拔下充电器电源。若充电器与发电机配合使用时红色指示灯快速闪烁两次后暂停，表示电源超出允许范围，应停止使用并检查电源。不使用时拔掉电源插头，拔插头时应握住插头本身而非拉扯电线。
156,
157,"""每次使用发电机前需检查主油箱和副油箱的燃油是否充足。<PIC> 推荐使用无铅汽油，泵辛烷值(R+M)/2为88或以上。主油箱容量15升，副油箱容量9.3升。<PIC> 加油时不要加满至顶部，机器倾斜时可能导致燃油溢出。加油后确保油箱盖拧紧，防止燃油泄漏引发火灾。<PIC> 可使用含最多5%乙醇的混合燃油，但不推荐含甲醇的混合燃油。"", [""Manual34_84"", ""Manual34_85"", ""Manual34_86""]"
158,
159,"""根据AE00751电路图，发电机交流连接涉及以下主要部件：主线圈、副线圈、交流插座、交流指示灯及控制单元。<PIC>连接交流电时，交流输出通过交流插座引出，控制单元负责调节输出，经济控制开关可优化运行状态。安全注意事项：操作前确认发动机开关处于关闭状态；连接前检查过载指示灯是否正常；确保接地端子可靠接地，防止触电；避免超载使用，注意过载保护；连接完成后再启动发动机开关，切勿带电接线。"", [""Manual18_72""]"
160,
161,"""机器序列号标注在机身图示位置。<PIC> 序列号前三位为机型标识，其余数字为生产编号。请在手册首页指定位置记录您的产品识别码和序列号，同时另行妥善保管一份，以防机器被盗，也便于日后向经销商订购配件。<PIC>"", [""Manual18_1"", ""Manual18_0""]"
162,"""直流保护器断开时，需将负载降至发电机额定输出范围内，然后按下复位按钮重新启用。<PIC>若复位后再次断开，请咨询发电机经销商。使用直流输出为电池充电时，需注意：充电时严禁吸烟，严禁在电池处连接或断开线路，以防火花点燃电池产生的气体。电池电解液有毒且具腐蚀性，应避免接触皮肤、眼睛或衣物。操作电池时务必佩戴护目镜，并在通风良好处使用，远离儿童。"", [""Manual18_38""]"
163,
164,
165,"""发电机电池电量不足的原因：当充电器与发电机等便携式电源配合使用时，若电源超出允许范围，充电器可能暂时停止工作，导致电池无法正常充电。此外，电池在以往轻松完成的作业中电力不足时，说明需要重新充电。 正确充电步骤：先将充电器插入合适插座，再将电池组（K）插入充电器确保完全就位。<PIC>红色指示灯持续闪烁表示充电中，红色指示灯常亮表示充电完成。 充电注意事项：在18°C-24°C环境下充电可获最佳效果，不要在4.5°C以下或40.5°C以上充电。充电时避免将充电器放在高温环境中。若充电异常，检查插座是否通电，或将充电器和电池组移至合适温度环境，问题仍存在则送至服务中心。"", [""drill0_08""]"
166,
167,"""定期拆下火花塞并按以下步骤检查：检查火花塞是否变色，清除电极上的积碳。<PIC> 检查火花塞型号是否正确，并测量电极间隙是否符合规格。<PIC> 确认无误后重新安装火花塞。<PIC> 仅使用指定正品火花塞，型号不符可能严重损坏活塞和气缸。如需更换，请咨询授权经销商。"", [""Manual31_21"", ""Manual31_22"", ""Manual31_23""]"
168,
169,"""取下盖板。<PIC> 松开固定空气滤清器盖的卡箍。<PIC> 取下空气滤清器盖及滤芯。用溶剂清洗滤芯并晾干。给滤芯上油并挤出多余机油，滤芯应湿润但不滴油（推荐使用泡沫空气滤清器专用油或SAE 20号发动机油），注意不要拧绞滤芯。将滤芯装回空气滤清器，确保滤芯密封面与滤清器贴合无漏气。<PIC> 将空气滤清器盖装回并安装卡箍。安装盖板。注意：发动机严禁无滤芯运行，否则会导致活塞及气缸过度磨损。使用溶剂时严禁吸烟或靠近明火。"", [""Manual18_60"", ""Manual18_61"", ""Manual18_62""]"
170,
171,
172,"""手册未提供具体的输出电压波动范围数值。但手册明确指出，部分精密设备对电压敏感，可能需要比便携式发电机更稳定的电压供应，例如部分医疗设备、个人电脑及检测峰值电压和有效值电压的逆变器。<PIC>使用便携式发电机为此类设备供电前，建议直接咨询精密设备供应商，以确认是否需要额外的稳压设备或配件。手册本身未推荐具体的稳压附件。"", [""generator_23""]"
173,"""拖曳速度是最低行驶速度，此时无需加油门也能转向，艇体响应车把操作，适合低速机动和停车后重新启动转向。半滑航速度是中等速度，艇体开始抬起但未完全滑行，转向时需配合油门，可完成大椭圆、绕圈和8字路线等训练。<PIC>滑航速度是高速状态，艇体完全滑行，转向方式与半滑航速度明显不同，在给定速度下转向角度有限。<PIC> 技巧与应用上的区别：拖曳速度下松开油门仍可转向，是唯一不需要油门转向的状态；半滑航速度下急转弯时必须同时加大油门，否则发动机减速后艇体失去转向响应；滑航速度下车把转向过度会导致艇体侧滑，进入喷射口水量减少，转向推力下降，此时应将车把转回较小角度恢复正常转向。速度越快停车距离越长，滑航速度操作需在开阔平静水域进行。"", [""Manual40_23"", ""Manual40_25""]"
174,"""深水登艇步骤：游至艇尾，双手放在登艇平台上，单手抓住扶手。<PIC> 拉身体至平台跪姿，再移至座位跨坐。<PIC> 登艇后将熄火绳系在手腕上，卡扣安装到熄火开关，双手紧握车把，双脚放入脚坑。本艇配备可放下的登艇台阶辅助登艇，登艇后台阶自动复位。<PIC> 保持平衡与稳定：驾驶者体重越大，平衡难度越高。练习时不启动发动机，在水深至少齐胸的水域让艇漂浮。登艇后双手紧握车把、双脚踩稳脚坑以维持重心。反复练习登艇与平衡，直至整个过程能保持良好平衡。"", [""Manual40_5"", ""Manual40_6"", ""Manual40_8""]"
175,"""滑航速度下转弯时，油门与车把必须配合使用——转向时必须始终加油门，因为喷射推力强度决定转向速度与方向。松开油门后发动机减速，艇体将不再响应车把操作。建议从平缓转向、低速开始练习，逐步提高速度并减小转弯半径。<PIC> 急转弯时，若车把转向过度，艇体可能开始侧滑——这是因为侧滑时进入喷射口的水量减少，转向推力降低，艇体随之减速、转向变平缓。此时应将车把转回较小角度以恢复正常转向，而非继续加大转角。<PIC> 滑航速度下艇体在给定速度下的转向角度有限，切勿强行急转，保持稳定的油门输出是维持转向控制的关键。"", [""Manual40_27"", ""Manual40_26""]"
176,"""三种训练的核心原则相同：转向必须配合油门，松开油门后艇体将失去转向响应。 大椭圆转弯：逐渐加速至半滑航速度，保持速度平稳，先练习单向转弯，再完成完整椭圆。转向时同步加大油门以维持操控性。<PIC> 绕圈行驶：以稳定速度右转绕大圈，逐渐缩小圈径，再换左转重复。缩小圈径时需相应增加油门保持转向力度。<PIC> 8字行驶：结合椭圆与绕圈训练，先完成大尺寸8字，再逐步缩小。左右切换方向时注意油门连贯，避免因减速导致转向失效。<PIC> 急转弯时若感到艇体侧滑，将车把转回较小角度可恢复正常转向。"", [""Manual40_22"", ""Manual40_23"", ""Manual40_24""]"
177,"""中低速转弯时，油门与车把必须配合使用。转向时必须始终加油门（拖曳速度除外），因为喷射推力的强度决定转向速度与方向。松开油门后发动机减速，艇体将不再响应车把操作。急转弯时需加大油门。<PIC> 保持稳定性与操控性的要点：先从大圈、平缓转向练起，逐步缩小圈径；转向时保持速度平稳，避免突然松油门；若需急转弯，转向的同时必须加大油门。可通过绕圈和8字训练来熟悉油门与转向的配合关系。<PIC>"", [""Manual40_20"", ""Manual40_22""]"
178,"""以拖曳速度直行时，轻握油门保持低速稳定前进，艇体在此速度下可正常响应车把操作。 以拖曳速度转弯时，转动车把即可改变方向，尾部喷射推力喷嘴角度随之改变，实现转向。<PIC>拖曳速度是唯一不需要额外加油门也能转向的速度区间。高于此速度转弯时，必须配合加油门才能保持转向效果，否则松开油门后艇体将不再响应车把操作。"", [""Manual40_20""]"
179,
180,"""避免碰撞的操作规范：持续观察周围人员、物体及其他船只，留意影响视线的环境状况。<PIC>以安全速度谨慎驾驶，与人员、物体及其他船只保持安全距离。不要紧跟在其他摩托艇或船只后方。避免急转弯或让他人难以判断你行驶方向的操作。避开有水下障碍物或浅水区的区域。尽早采取行动避免碰撞——摩托艇没有刹车装置。试图转向避开物体时不要松开油门手柄，转向需要油门动力。启动前务必检查油门与转向操控是否正常。遵守适用的航行规则与当地法规。保障自身及他人安全：不要靠近他人并向其喷水或溅水。不在恶劣天气、能见度差或水深不足60厘米的水域驾驶。驾驶时应有他人在附近，若距岸边超过游泳距离，需与另一艘船同行但保持安全距离。将行程计划告知岸上负责人，包括目的地、预计到达时间及艇的描述。"", [""Manual40_0""]"
181,"""松开油门手柄，让发动机减速至怠速。按下发动机停止开关（红色按钮），点火电路断开，发动机立即停止。<PIC> 练习拉动熄火绳，将卡扣从熄火开关上取下。<PIC> 不使用发动机时，务必取下熄火开关卡扣，防止意外启动。"", [""Manual40_9"", ""Manual40_11""]"
182,
183,
184,
185,
186,"""设置日期和时间分三步完成。先设置日期：按+或-调整年份，按选择键确认；再调整月份，按选择键；再调整日期，按选择键。<PIC> 然后选择时钟格式：按+或-在12小时制和24小时制之间切换，按选择键确认。<PIC> 最后设置时间：按+或-调整小时，按选择键；再调整分钟，按选择键。<PIC> 完成时间设置后，可利用程序日程实现温度自动控制。每天可设置四个时间段：起床、离家、回家、睡眠，工作日和周末可分别配置。按菜单键，选择PROG并按选择键，选择要编辑的日期或日期组，再选择时段，设置该时段的开始时间和供暖/制冷目标温度。<PIC> 完成后按主页键保存。如需临时调整，直接按+或-修改温度，新设定将保持至下一个预定时段开始。"", [""Manual36_22"", ""Manual36_23"", ""Manual36_24"", ""Manual36_29""]"
187,
188,
189,"""临时更改温度设置只需按+或-调整至所需设定温度，无需其他操作。<PIC>新的设定温度将保持至下一个预定时间段开始，届时温控器会自动恢复执行已编程的日程。也就是说，临时更改不会影响已编程的日程，日程在下一个时间段到来时会正常生效。若需取消临时保持，按+或-后再按取消键即可。"", [""thermostat_04""]"
190,
191,
192,更换遥控器电池时，切勿将不同型号电池混用，也不要将新电池与旧电池混用，否则可能导致产品故障。不要对电池充电或拆解电池，否则可能引发爆炸、火灾或严重受伤。若电池出现漏液，立即停止使用，皮肤或衣物接触漏液后用清水冲洗。更换完成后，用遥控器执行开关机、调节温度等基本操作，观察空调是否正常响应，即可确认电池安装正确且设备功能正常。手册未提供更详细的功能验证步骤说明。
193,"""标签与端子不匹配的原因是旧温控器的电线标签命名与新温控器端子字母不对应，属于不同品牌或型号之间的接线规范差异。 针对常规系统，遇到标签不匹配时，按备用接线图连接电线。<PIC>需注意以下几点：若必须同时连接R和Rc电线，将R滑动开关拨至向下位置（2根电线）；若旧温控器同时有R和RH电线，同样将R滑动开关拨至向下位置，R线接Rc端子，RH线接R端子；若旧温控器仅有1根C或C1电线，接至C端子；若有2根C或C1电线，分别用电工胶带包裹且不连接。 针对热泵系统，备用接线时保持R滑动开关在向上位置（1根电线）。<PIC>若旧温控器同时有V和VR电线，或有单独O和B电线且C端子已占用，或有Y1、W1和W2电线，应立即停止并联系专业安装人员。"", [""Manual36_33"", ""Manual36_35""]"
194,
195,
196,
197,抱歉，提供的手册内容中未包含遮光罩清洁的相关说明，无法准确回答此问题。建议参阅产品随附的专项说明书，或联系官方售后服务获取指导。
198,
199,安全预防措施方面，12岁以下儿童禁止使用VR头显。感到疲劳、头晕、恶心、醉酒或服药状态下请勿使用。使用前清理大于游玩区域的活动空间，清除所有障碍物，并防止宠物或他人进入该区域。佩戴时待在游玩区域中央，尽量保持坐姿，避免剧烈动作，并定期检查线缆是否缠绕身体。出现头晕、视觉异常、癫痫发作等症状请立即停止使用并就医。建议每游玩1小时休息15分钟。雷雨天气勿触碰电源线，勿让液体进入产品内部，音量调至安全水平以防听力损伤。 正确使用与存放方面，连接前检查接口是否有灰尘，勿抓线缆甩动头显。待追踪灯熄灭后再取下头显或拔线。勿在产品上放置物品或使其遭受撞击，放置在幼儿接触不到的地方。勿使用溶剂或化学药剂清洁外壳，避免橡胶或乙烯基材料长时间接触产品。从寒冷环境移至温暖环境时需等待结露完全蒸发后再使用。保持附着传感器无遮挡，防止屏幕产生永久残影。
200,
201,"""损害赔偿除外责任：在任何情况下，均不对任何间接或继发性损害承担责任，包括但不限于服务中断、数据丢失、业务损失，或因本产品或其使用、持有相关的民事侵权责任。<PIC> 免责声明内容：不存在其他明示或默示担保，包括但不限于适销性或特定用途适用性担保。默示担保的有效期仅限于保修政策第I款规定的保修期限。"", [""Manual21_16""]"
202,"""将USB-C线连接键盘背面接口，另一端插入电脑USB 2.0或更高速度接口。<PIC> 如有腕托（全尺寸及无小键盘版本），将其安装到键盘正面，磁吸设计会自动吸附居中。<PIC> 若需调整倾斜角度，展开键盘底部支撑脚，共两层可选中高两档角度。如需自定义灯光、宏命令或按键映射，可下载CAM软件进行设置，并将配置保存至四个板载配置文件之一，通过FN+F1/F2/F3/F4切换。"", [""Manual21_3"", ""Manual21_4""]"
203,
204,"""前往官网下载并安装最新版CAM软件。<PIC>安装完成后，可通过CAM软件对键盘的四个板载配置文件进行设置，配置信息保存后无需运行CAM即可使用已存储的灯光、宏命令等功能。按FN+F1/F2/F3/F4可切换对应配置文件。CAM软件支持以下自定义功能：在键盘/灯光设置界面可逐键自定义RGB灯光效果；在键盘/宏命令设置界面可创建简单或复杂的宏命令；在键盘/按键重映射设置界面可创建自定义按键绑定。以上设置均可按需保存至对应配置文件。"", [""Manual21_0""]"
205,"""硬件模式下无需运行CAM软件即可使用键盘已存储的配置。键盘内置四个板载配置文件，通过CAM软件设置并保存后，配置信息（灯光、宏命令等）会直接存储在键盘中。切换配置文件只需按下FN键+F1/F2/F3/F4，即可切换至对应的1至4号配置文件。<PIC> 亮度可通过亮度键直接调节，音量滚轮和静音键也可直接使用，无需任何软件支持。"", [""Manual21_5""]"
206,
207,"""将前轴穿过两侧把手管及前轮，两侧把手管内外均需安装垫片。<PIC> 使用两个螺母将前轴及车轮固定在把手管上，用随产品提供的扳手拧紧螺母直至螺纹尽头。<PIC> 组装完成后检查车轮与把手管之间的间隙，若间隙过大可加装额外垫片（不随产品提供），重新安装后确认间隙最小化且车轮可自由转动。若车轮卡死则减少一片垫片。"", [""Manual26_5"", ""Manual26_6""]"
208,"""鼠标需使用两节 AA 型号电池，按以下步骤安装：按下按钮，电池仓盖弹出。<PIC> 按照鼠标内部标注的正负极（+ 和 -）装入两节 AA 电池。<PIC> 装回电池仓盖。<PIC>"", [""Manual27_1"", ""Manual27_2"", ""Manual27_3""]"
209,
210,"卸载步骤如下：先拔下 USB 蓝牙接收器，然后点击 开始 > 设置 > 控制面板 > 添加或删除程序，在程序列表中找到 WIDCOMM 蓝牙软件并点击""""删除""""。系统开始卸载，此过程可能需要一些时间。卸载完成后系统会提示重启电脑，点击""""是""""立即重启，或""""否""""稍后重启。"
211,
212,
213,"""鼠标配备电量LED指示灯，当电量耗尽时，指示灯会变为琥珀色，此时请立即更换电池。顶部与底部指示灯状态一致。<PIC>如需查看更详细的电量信息，可前往控制面板 > 鼠标 > 蓝牙查看。<PIC>"", [""Manual27_14"", ""Manual27_15""]"
214,"""首次使用蓝牙驱动程序前，需先完成驱动程序安装。安装完成后，双击系统托盘中的蓝牙图标。<PIC> 蓝牙初始配置向导将启动，按屏幕说明完成配置。配置完成后，将出现HID界面并自动搜索蓝牙设备。<PIC> 点击要连接的HID设备，按屏幕说明启用所选设备即可。关于蓝牙图标状态：红色表示未插入接收器，白色表示接收器已插入，绿色表示接收器已检测到HID设备。连接成功后即可立即开始使用鼠标。"", [""Manual27_12"", ""Manual27_13""]"
215,"""连接其他HID设备（如打印机、调制解调器、掌上电脑）步骤如下：确保USB蓝牙接收器已插入电脑，将目标蓝牙设备设置为可被搜索状态，然后按下USB蓝牙接收器按钮直至出现HID界面。<PIC>从下拉菜单中选择要搜索的设备类型，<PIC>检测到设备后点击该设备，驱动程序将引导您完成连接启用。"", [""Manual27_12"", ""Manual27_16""]"
216,"""确保烤箱已冷却并断开电源后再操作。拆卸步骤如下：完全打开烤箱门，抬起两侧铰链处的卡扣并向前推至极限位置。<PIC> 然后将烤箱门关至最大角度（A），向上抬起（B）并转动（C）直至脱开（D）。<PIC> 安装时，将铰链装入对应位置，完全打开门，放下两个卡扣，再关闭烤箱门即可。"", [""oven_01"", ""oven_02""]"
217,"""安装烤箱门前，请确保烤箱已冷却并断开电源，佩戴防护手套。安装步骤：将铰链装入对应位置，<PIC>完全打开烤箱门，放下两个卡扣，最后关闭烤箱门即可。<PIC>"", [""oven_01"", ""oven_02""]"
218,"""移动顶部加热元件（仅限部分型号）步骤如下： 先取下侧边配件支架格栅。<PIC> 然后轻轻拉出加热元件<PIC>，再向下放下。<PIC> 复位时，抬起加热元件并轻轻向自身方向拉动，确保其支撑在侧支架上。"", [""oven_03"", ""oven_04"", ""oven_05""]"
219,
220,"""接油盘放置在烤架下方，用于收集油脂和食物碎屑。<PIC> 也可直接作为烤盘使用，适合烹饪肉类、鸡肉、鱼类，还可搭配蔬菜一起烹饪。使用时建议向接油盘中倒入少量水，可有效避免油脂飞溅和冒烟。"", [""oven_01""]"
221,清洁烤箱外部时，用软布蘸温热的温和洗涤剂溶液擦拭烤箱外表面，包括底部罩盖，然后用清水冲洗并擦干。金属和铝制表面可使用专用金属光亮剂。烹饪鸡肉或培根后，应立即用湿纸巾擦去油污。请勿使用粗糙粉末或百洁布，以免划伤表面。建议每周清洁一次，油污较多时可适当增加频率。
222,
223,"""催化侧面板带有特殊微孔搪瓷涂层，可吸附烹饪过程中产生的油脂飞溅物。<PIC> 烹饪油脂较多的食物后，建议执行自动清洁程序以保持其性能。清洁时需注意，请勿使用腐蚀性或研磨性清洁剂、粗刷、百洁布或烤箱喷雾，否则会损坏催化表面并破坏自清洁性能。正确清洁方式为：烤箱空载，开启热风循环功能，设定200℃运行约一小时，冷却后用海绵清除食物残留。"", [""oven_05""]"
224,"""烤盘用于烘焙饼干、蛋糕及披萨。<PIC> 使用时将烤盘放置在烤箱内所需层位即可。建议使用深色金属烤盘以获得最佳效果，并始终放置在随附烤架上。烹饪水分含量高的食物时，请预热烤箱。烹饪温度与时间因食物量及配件类型而异，建议从推荐最低值开始，未熟透再逐步调高。"", [""oven_03""]"
225,"""烤架可放置在烤箱任意可用层位，凸面朝上或朝下均可安装，用于烧烤食物，或作为锅具、蛋糕模及其他烹饪容器的支架。<PIC> 烤架烤盘套装包含烤架（6a）和搪瓷容器（6b），需放置在烤架上，配合烧烤功能使用。<PIC>"", [""oven_04"", ""oven_07""]"
226,"""油脂过滤器仅用于油脂较多的烹饪场合。使用时将其挂在烤箱腔体后壁、风扇对面的位置。<PIC>可配合热风循环功能一起使用。清洁时可直接放入洗碗机清洗。"", [""Manual28_7""]"
227,"""滑动搁架（图8）可在烹饪过程中将烤架与接油盘半拉出烤箱，方便查看或翻动食物。它适用于所有烤箱配件，使用后可放入洗碗机清洗。<PIC>"", [""oven_15""]"
228,"""安装肩带（另售）需要以下步骤：首先使用随附的卡扣安装工具打开肩带卡扣。<PIC> 然后将两个挂绳环分别钩入卡扣开口，用另一只手按住卡扣后取出工具。<PIC> 接着将卡扣完全旋转穿过挂绳环，直至听到咔哒声表示闭合。<PIC> 最后将肩带穿过每个卡扣即可。<PIC> 注意：肩带仅作肩带使用，请勿套在脖子上；安装时注意不要遮挡相纸出口；卡扣安装工具请妥善保管，拆卸肩带时仍需使用。"", [""Manual29_4"", ""Manual29_5"", ""Manual29_6"", ""Manual29_7""]"
229,"""滑动电池盖将其打开。<PIC>按照电池上的箭头指示装入电池，确保电池上的黄线与相机上的标记对齐。<PIC>关闭电池盖。<PIC>取出电池时，将电池锁扣推向一侧，然后将电池滑出相机。"", [""Manual29_1"", ""Manual29_2"", ""Manual29_3""]"
230,"""装入相纸盒前，请勿将相纸盒从内袋中取出。按住相仓锁按钮，将拨杆向右滑动，直至相仓略微打开。<PIC> 握住相纸盒两侧，将相纸盒底部对准相仓凹槽，然后平直插入。<PIC> 关闭后盖，确保后盖锁咔哒到位。<PIC> 关闭后盖时，黑色相纸保护盖会自动弹出，从相纸出口取出相纸保护盖即可。<PIC>"", [""Manual29_22"", ""Manual29_23"", ""Manual29_24"", ""Manual29_25""]"
231,"""相纸用完时，拍摄画面右侧所有点会以灰色显示。取出步骤如下：按住相仓锁按钮，然后将拨杆向右滑动，直至相仓略微打开。<PIC> 握住相纸盒上的矩形孔，然后平直拉出。<PIC>"", [""Manual29_26"", ""Manual29_27""]"
232,"""自动打印模式设置步骤如下：转动拨盘选择[Print Order]，按SET键进入打印订单界面。<PIC> 再转动拨盘选择[Set up]，按SET键进入打印设置界面。<PIC> 在设置界面中，转动拨盘选择菜单项，按SET键确认，可分别设置[Print Type]（打印类型）、[Date]（日期）和[File No.]（文件编号）。设置完成后按MENU键退出，返回打印订单界面，再选择[Order]或[All]来指定要打印的图片。注意：RAW格式图片不支持选择打印；Index打印模式下，日期和文件编号不能同时开启。"", [""Manual10_223"", ""Camera_68""]"
233,
234,"""顺时针转动镜头环（电源开关）开机。<PIC> 手持相机，确认构图。<PIC> 选择拍摄模式或进行图像效果设置。半按快门对焦——对焦成功时相机发出蜂鸣声并显示绿色对焦框，失败则显示红色对焦框。完全按下快门拍摄，照片保存到相机内存。若设为自动打印模式，图像将立即打印。拍摄时请双手持机、肘部抵住身体，注意手指或肩带不要遮挡闪光灯、镜头或相纸出口。"", [""Manual29_35"", ""Manual29_36""]"
235,
236,
237,
238,
239,
240,
241,
242,"""The approval label of the emission control certificate is attached to each engine unit and to the inside of the engine compartment. To access it, you need to open the engine hood. <PIC> The label is the emission control information label shown here. <PIC>"", [""Manual09_6"", ""Manual09_7""]"
243,
244,"""The boat steers using jet propulsion. Water is sucked in through the intake grate, pressurized by the impeller in the jet pumps, then expelled through jet thrust nozzles. This creates thrust that both moves and steers the boat. The steering wheel position combined with throttle level determines how the boat turns. <PIC> More throttle means higher thrust and sharper turns. Less throttle means lower thrust and more gradual turns. <PIC> If the remote control levers are pulled back to idle or neutral, thrust drops to minimum — at speeds above trolling, steering ability quickly fades. The boat will go straight even with the steering wheel turned if there is no thrust. You need throttle to steer. <PIC>"", [""Manual09_239"", ""Manual09_240"", ""Manual09_241""]"
